08/01/17,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,6,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1014.4,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.31,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,3,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,10,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,13,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,1,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,56,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,24,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,196,Massachusetts Dept. of Environmental Protection
08/01/17,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,2.1,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,1,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,13,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,14,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1010.4,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.2,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,NO,PPB,0,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,NO2,PPB,8,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,9,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,9.1,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,29,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,11,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,40,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,RWD,DEGREES,345.9,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,RWS,KNOTS,1.6,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,2,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,TEMP,C,21,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,339,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250042,Boston - Roxbury,-5,WS,M/S,1.2,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,26,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1010.4,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.36,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,8,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,15,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,23,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,6,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,38,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,22,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,319,Massachusetts Dept. of Environmental Protection
09/01/17,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,3.4,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,4,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,6,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,10,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1025.1,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.17,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,NO,PPB,0,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,NO2,PPB,6,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,6,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,5.8,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,18,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,5,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,78,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,RWD,DEGREES,3,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,RWS,KNOTS,3.6,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,2,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,TEMP,C,12,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,4,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250042,Boston - Roxbury,-5,WS,M/S,2.1,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,18,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1026.4,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.21,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,4,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,8,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,12,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,9,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,77,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,12,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,2,Massachusetts Dept. of Environmental Protection
10/01/17,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,1.9,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,5,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,17,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,21,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1019.7,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.26,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,NO,PPB,5,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,NO2,PPB,16,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,21,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,21.8,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,14,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,8,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,47,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,RWD,DEGREES,277.2,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,RWS,KNOTS,2.5,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,3,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,TEMP,C,10,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,269,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250042,Boston - Roxbury,-5,WS,M/S,1.6,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,15,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1019.7,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.37,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,8,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,14,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,22,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,8,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,46,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,11,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,298,Massachusetts Dept. of Environmental Protection
11/01/17,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,2.7,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,13,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,27,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,40,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1018.4,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.26,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,NO,PPB,4,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,NO2,PPB,19,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,24,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,22.6,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,14,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,6,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,67,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,RWD,DEGREES,157.7,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,RWS,KNOTS,2.3,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,1,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,TEMP,C,7,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,158,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250042,Boston - Roxbury,-5,WS,M/S,1.4,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,9,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1018.4,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.45,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,13,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,21,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,34,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,10,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,67,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
12/01/17,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,8,Massachusetts Dept. of Environmental Protection
