"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","03/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","4.0","0","0","0","1","","","","","4.0","PPB","","","0.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","03/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","31.0","9.0","0","0","1","1","8.0","UG/M3","","","10.0","PPB","0.34","PPM","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","03/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","24.0","","11.0","12.0","1","0","1","1","-1.0","UG/M3","25.0","PPB","13.0","PPB","0.19","PPM","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","03/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","03/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","04/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","6.0","0","0","0","1","","","","","6.0","PPB","","","0.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","04/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","27.0","5.0","0","0","1","1","6.0","UG/M3","","","5.0","PPB","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","04/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","32.0","","13.0","5.0","1","0","1","1","3.0","UG/M3","37.0","PPB","5.0","PPB","0.17","PPM","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","04/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","04/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","05/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","10.0","0","0","0","1","","","","","11.0","PPB","","","0.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","05/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","47.0","3.0","0","0","1","1","12.0","UG/M3","","","3.0","PPB","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","05/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","31.0","","27.0","5.0","1","0","1","1","6.0","UG/M3","32.0","PPB","5.0","PPB","0.16","PPM","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","05/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","05/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","06/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","1.0","0","0","0","1","","","","","1.0","PPB","","","0.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","06/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","17.0","7.0","0","0","1","1","5.0","UG/M3","","","7.0","PPB","0.26","PPM","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","06/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","28.0","","0.0","1.0","1","0","1","1","-3.0","UG/M3","31.0","PPB","1.0","PPB","","","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","06/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","06/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","07/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","11.0","0","0","0","1","","","","","12.0","PPB","","","1.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","07/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","22.0","8.0","0","0","1","1","4.0","UG/M3","","","8.0","PPB","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","07/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","19.0","","2.0","8.0","1","0","1","1","-1.0","UG/M3","20.0","PPB","8.0","PPB","0.17","PPM","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","07/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","07/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","08/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","9.0","0","0","0","1","","","","","10.0","PPB","","","1.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","08/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","36.0","10.0","0","0","1","1","9.0","UG/M3","","","11.0","PPB","0.17","PPM","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","08/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","22.0","","28.0","8.0","1","0","1","1","7.0","UG/M3","23.0","PPB","9.0","PPB","0.28","PPM","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","08/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","08/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","09/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","11.0","0","0","0","1","","","","","12.0","PPB","","","0.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","09/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","36.0","8.0","0","0","1","1","10.0","UG/M3","","","9.0","PPB","0.18","PPM","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","09/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","21.0","","35.0","6.0","1","0","1","1","9.0","UG/M3","23.0","PPB","7.0","PPB","0.27","PPM","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","09/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","09/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","10/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","8.0","0","0","0","1","","","","","","","9.0","PPB","","","0.0","PPB"
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","10/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","25.0","16.0","0","0","1","1","6.0","UG/M3","","","","","17.0","PPB","0.25","PPM","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","10/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","22.0","","23.0","9.0","1","0","1","1","6.0","UG/M3","22.0","PPB","","","10.0","PPB","0.3","PPM","0.0","PPB"
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","10/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","10/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","11/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","45.0","30.0","0","0","1","1","14.0","UG/M3","","","32.0","PPB","","","1.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","11/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","66.0","33.0","0","0","1","1","22.0","UG/M3","","","35.0","PPB","1.04","PPM","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","11/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","11.0","","63.0","34.0","1","0","1","1","26.0","UG/M3","","","36.0","PPB","1.56","PPM","2.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","11/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","11/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5.0","US","MA","12/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","25.0","3.0","0","0","1","1","6.0","UG/M3","","","3.0","PPB","","","0.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5.0","US","MA","12/01/20","00:00","Massachusetts Dept. of Environmental Protection","","","","25.0","3.0","0","0","1","1","6.0","UG/M3","","","3.0","PPB","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5.0","US","MA","12/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","31.0","","11.0","1.0","1","0","1","1","3.0","UG/M3","36.0","PPB","1.0","PPB","0.15","PPM","0.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5.0","US","MA","12/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5.0","US","MA","12/01/20","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
